audio_file,annotation,high_f,low_f,start_time,end_time
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,63,34,108837.339,108841.505
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,85,33,108850.946,108855.112
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,84,37,108880.564,108884.565
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,78,28,108941.678,108946.999
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,62,36,108944.524,108948.566
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,67,27,108965.184,108969.927
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,54,41,108996.381,108998.195
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,62,33,109009.373,109013.167
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,79,36,109090.348,109095.504
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,90,37,109098.473,109101.195
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,79,28,109109.463,109113.67
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,88,41,109130.371,109133.794
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,81,26,109159.092,109161.938
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,83,31,109403.648,109409.174
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,81,19,109411.525,109416.433
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,89,23,109423.153,109427.938
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,84,26,109436.535,109440.535
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,89,39,109470.637,109472.988
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,83,51,109516.886,109519.732
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,84,22,109535.03,109540.474
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,37,109634.927,109639.876
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,76,27,109689.689,109695.174
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,84,34,109705.403,109709.816
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,68,43,109714.762,109718.268
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,69,41,109726.682,109730.188
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,82,39,109788.051,109792.299
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,70,49,109804.629,109807.433
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,21,110104.752,110108.299
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,80,28,110220.771,110223.616
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,69,35,110256.34,110258.567
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,78,28,110275.267,110278.402
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,81,28,110323.865,110327.247
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,81,26,110437.43,110441.761
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,88,35,110445.226,110450.629
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,29,110460.029,110464.195
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,69,31,110478.833,110482.586
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,27,110486.917,110490.175
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,77,26,110641.802,110646.834
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,34,110666.564,110670.565
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,79,36,110674.896,110678.732
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,37,110700.401,110705.103
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,26,110717.907,110722.114
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,70,21,110726.504,110730.175
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,36,110745.751,110751.525
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,65,22,110765.009,110769.133
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,28,110893.524,110896.535
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,42,110900.989,110905.237
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,69,29,110909.816,110914.724
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,79,36,110942.369,110947.153
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,31,110970.224,110974.472
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,76,38,111021.814,111025.856
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,59,25,111063.854,111067.195
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,32,111317.472,111320.771
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,62,28,111605.422,111609.176
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,60,30,111661.092,111665.134
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,82,22,112016.06,112022.247
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,22,112023.319,112029.052
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,81,34,112044.616,112047.792
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,78,24,112056.949,112061.527
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,96,43,112063.214,112067.875
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,77,28,112070.803,112075.505
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,86,37,112086.967,112091.876
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,37,112156.637,112160.927
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,60,44,112168.988,112171.216
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,70,28,112274.41,112279.03
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,84,36,112289.978,112293.195
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,30,112356.143,112360.556
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,25,112413.42,112418.535
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,38,113578.988,113583.649
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,79,34,113693.503,113698.658
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,79,29,113759.525,113764.845
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,80,42,113787.462,113791.504
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,30,113797.32,113800.661
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,35,113836.101,113840.721
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,82,38,113859.813,113863.855
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,36,113877.586,113882.742
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,35,113896.307,113900.102
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,83,39,113967.009,113972.453
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,76,46,114233.155,114238.269
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,34,114364.864,114368.535
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,23,114419.03,114424.804
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,26,114450.68,114454.598
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,63,26,114462.022,114465.569
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,34,114486.307,114490.638
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,67,38,114506.679,114511.339
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,69,30,114551.216,114555.505
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,60,20,114569.937,114574.928
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,42,114584.988,114589.277
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,37,114631.688,114633.668
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,63,28,114659.112,114664.226
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,63,40,114713.915,114719.855
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,40,114732.472,114735.565
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,76,34,114939.153,114944.02
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,33,115037.875,115043.154
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,67,42,115128.082,115132.742
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,61,27,115165.07,115169.112
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,86,43,115472.101,115477.38
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,84,40,115478.37,115481.834
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,82,43,115483.938,115488.433
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,89,54,115502.884,115506.019
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,82,31,115513.443,115518.846
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,65,35,115522.104,115525.734
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,43,115566.184,115571.133
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,32,115597.009,115601.504
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,48,115618.205,115622.123
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,59,21,115627.545,115630.556
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,44,115643.113,115646.866
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,32,115662.884,115667.751
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,29,115684.039,115687.999
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,35,115701.834,115705.711
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,77,33,115728.329,115731.67
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,68,53,115746.885,115748.287
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,58,29,115821.628,115826.66
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,67,37,115830.413,115833.713
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,32,115839.731,115843.608
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,53,115916.637,115920.473
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,41,115932.472,115937.05
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,42,115940.762,115944.391
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,25,115964.699,115969.236
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,64,33,116071.647,116074.575
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,31,116133.42,116137.875
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,69,30,116244.41,116250.02
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,55,28,116286.472,116289.566
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,63,29,116308.617,116311.628
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,28,116541.894,116545.689
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,65,27,116891.812,116895.359
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,36,116916.844,116922.041
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,41,116924.886,116928.475
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,33,116931.959,116935.093
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,46,116945.441,116949.69
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,29,116971.051,116975.464
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,34,117004.905,117009.483
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,22,117014.02,117016.99
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,76,37,117024.864,117030.762
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,43,117069.978,117075.918
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,82,39,117079.236,117083.897
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,42,117103.75,117108.452
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,25,117124.41,117129.607
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,76,41,117138.947,117143.195
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,33,117148.328,117152.288
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,68,33,117166.101,117170.432
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,56,27,117637.421,117641.133
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,83,28,117708.782,117714.598
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,43,117716.536,117722.228
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,81,39,117734.08,117736.926
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,89,33,117736.39,117740.927
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,62,23,117745.565,117748.493
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,34,117766.577,117770.867
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,28,117772.764,117778.167
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,29,117796.514,117801.133
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,53,27,117803.03,117805.01
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,65,42,117805.299,117808.475
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,48,21,117810.289,117812.558
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,81,26,117827.669,117832.742
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,77,29,117843.755,117849.364
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,29,117852.577,117857.361
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,77,24,117863.3,117868.291
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,78,43,117893.462,117898.328
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,40,117906.248,117910.207
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,69,43,117920.061,117924.721
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,35,117930.473,117934.268
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,91,54,117941.463,117945.093
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,28,117971.174,117976.743
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,84,32,117981.523,117985.07
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,38,117990.391,117994.02
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,73,41,118004.781,118008.411
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,57,28,118010.02,118014.515
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,46,118270.473,118273.773
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,70,36,119373.297,119377.215
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,65,35,119390.143,119393.113
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,64,31,119483.173,119488.287
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,28,119512.059,119517.421
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,42,119522.494,119527.856
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,31,119539.566,119544.556
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,40,119548.887,119553.342
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,61,38,119564.268,119568.103
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,67,28,119587.091,119592.453
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,71,40,119595.216,119598.846
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,29,119633.132,119638.04
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,30,120428.617,120432.164
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,31,120531.422,120534.433
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,61,23,120670.638,120676.124
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,72,22,120684.74,120688.37
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,47,34,120696.701,120699.135
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,57,29,121696.307,121699.483
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,70,28,123392.339,123397.724
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,64,28,124181.653,124187.038
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,80,31,125424.631,125427.942
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,75,29,125482.412,125486.414
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,62,58,125555.396,125557.106
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,74,61,125638.743,125640.089
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,74,26,125663.867,125667.251
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,78,32,125676.96,125681.835
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,78,60,125684.013,125685.395
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,66,22,125731.944,125737.511
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,62,33,125770.447,125774.449
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,D,70,42,125783.655,125787.002
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,63,46,125894.813,125895.941
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,62,45,125957.433,125958.815
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,65,50,125998.379,125999.761
L:\HARP_CNN\AB_classifier\labeled_data\xwavs\CINMS18B_d06_120622_055731.d100.x.wav,40Hz,70,51,126170.847,126172.412
