audio_file,annotation,high_f,low_f,start_time,end_time
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,152224.517,152244.502
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,77,152267.423,152283.484
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,75,152502.082,152518.87
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,73,152580.556,152601.413
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,75,152920.221,152937.808
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,72,153242.336,153266.61
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,72,153829.277,153845.992
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,10,153876.333,153888.688
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,11,153927.823,153940.069
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,64,11,153978.732,153990.541
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,64,10,154544.589,154557.125
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,77,160097.169,160115.846
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,75,160240.701,160258.942
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,71,160652.809,160670.868
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,67,160856.188,160872.976
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,76,160996.987,161015.12
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,71,161846.551,161865.919
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,161980.992,161998.506
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,69,162182.119,162200.432
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,69,162315.898,162334.248
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,162446.988,162463.085
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,75,162587.133,162605.664
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,75,162719.422,162737.372
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,76,162858.913,162873.775
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,69,163505.897,163523.266
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,74,163645.025,163661.086
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,77,163773.826,163790.541
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,70,163901.028,163915.999
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,74,164028.55,164044.247
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,73,164160.992,164178.288
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,74,164354.88,164368.942
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,71,164512.082,164529.633
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,68,164714.226,164730.941
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,164844.916,164863.085
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,71,164929.131,164944.829
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,68,164977.787,164994.393
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,69,165105.316,165121.595
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,72,165279.749,165296.064
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,65,10,165330.803,165340.323
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,68,165487.024,165505.228
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,165622.554,165638.797
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,165747.06,165763.775
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,71,165881.828,165898.542
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,74,166015.607,166032.322
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,67,166149.858,166166.5
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,166286.951,166303.485
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,68,166974.553,166990.287
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,75,167107.787,167124.356
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,167644.08,167660.723
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,167776.406,167793.376
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,168057.714,168076.028
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,51,10,168109.64,168119.124
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,67,168215.316,168233.594
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,68,168430.919,168448.724
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,67,168565.825,168584.72
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,96,67,168698.913,168716.21
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,9,168749.35,168759.015
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,96,68,168840.81,168857.561
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,97,55,168983.572,169000.868
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,67,169118.586,169134.429
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,67,169255.061,169273.557
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,65,169464.589,169482.176
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,64,169603.535,169622.649
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,67,169734.444,169751.341
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,69,169875.607,169892.176
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,170009.785,170024.938
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,68,170732.7,170751.268
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,170957.242,170975.665
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,67,171093.099,171111.486
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,67,171221.173,171238.652
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,67,171355.934,171373.23
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,80,11,171406.806,171415.745
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,68,171572.954,171590.396
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,67,171711.791,171729.342
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,24,171763.427,171779.742
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,171849.095,171868.354
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,68,11,171900.628,171910.476
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,68,172028.223,172046.355
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,10,172079.676,172089.851
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,172167.496,172185.701
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,88,69,172247.823,172265.083
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,68,172295.825,172312.43
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,10,172346.66,172356.362
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,68,172437.605,172455.773
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,70,172475.752,172492.176
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,67,172574.516,172591.122
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,172645.389,172663.012
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,67,172802.809,172819.451
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,172890.766,172908.862
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,172941.137,172960.178
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,9,172993.492,173003.012
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,73,173034.226,173050.941
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,174805.752,174823.266
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,175716.37,175731.486
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,53,10,175763.681,175775.89
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,52,9,175814.117,175826.617
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,53,10,175865.534,175877.889
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,54,10,175916.152,175928.288
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,53,10,175967.133,175979.524
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,52,10,176018.368,176031.013
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,69,176190.876,176206.573
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,9,176238.804,176251.449
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,10,176291.21,176303.891
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,11,176344.516,176356.871
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,10,176396.66,176409.088
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,69,176438.005,176454.647
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,71,176559.131,176576.028
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,71,176575.963,176586.827
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,71,177822.118,177840.468
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,97,67,177950.41,177967.053
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,11,177997.968,178010.577
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,76,21,178011.093,178018.506
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,70,11,178048.586,178060.795
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,64,23,178061.864,178069.022
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,11,178098.441,178111.086
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,63,22,178112.046,178119.131
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,11,178151.283,178163.528
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,64,22,178164.371,178171.638
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,11,178201.355,178213.419
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,64,23,178214.48,178222.002
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,71,178350.476,178366.609
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,65,11,178398.332,178410.723
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,63,22,178411.21,178418.659
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,65,11,178449.131,178461.341
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,63,64,178462.285,178468.899
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,68,10,178499.64,178511.958
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,65,22,178512.729,178520.614
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,12,178550.919,178562.947
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,65,22,178563.899,178571.384
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,178585.643,178604.793
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,71,178948.259,178966.682
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,179081.137,179098.542
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,179220.41,179238.869
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,54,11,179270.221,179284.32
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,70,179329.822,179348.099
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,74,179732.445,179751.704
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,180400.367,180417.227
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,52,9,180447.859,180459.96
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,9,180498.114,180510.65
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,10,180547.968,180560.36
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,49,10,180560.985,180568.797
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,10,180598.114,180610.469
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,69,180614.335,180628.143
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,180749.713,180768.826
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,67,180849.313,180866.537
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,73,180949.386,180966.101
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,88,68,180978.877,180996.464
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,10,181030.294,181039.742
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,69,181115.461,181131.958
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,70,181248.804,181266.355
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,96,68,181381.064,181398.652
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,68,11,181431.748,181441.268
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,69,181591.9,181611.195
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,69,181732.046,181750.36
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,71,181778.768,181797.009
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,96,69,181866.115,181882.612
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,99,56,181891.064,181910.214
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,70,182000.883,182019.233
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,11,182051.573,182061.856
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,94,70,182064.189,182081.704
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,70,182126.406,182141.413
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,96,73,182221.537,182239.015
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,69,182259.749,182277.009
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,10,182310.294,182320.287
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,70,182344.335,182360.142
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,95,73,182799.168,182815.374
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,184102.373,184120.65
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,91,75,184469.749,184489.044
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,71,184825.716,184841.922
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,10,184872.445,184884.618
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,184917.096,184934.865
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,64,25,184922.256,184934.575
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,65,11,184972.954,184985.054
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,64,10,185024.117,185036.508
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,9,185074.516,185086.617
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,66,10,185125.498,185137.743
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,63,23,185138.95,185146.326
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,B NE Pacific,67,10,185175.679,185187.634
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,92,74,185543.754,185560.178
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,74,185579.24,185596.828
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,89,73,186258.223,186275.664
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,73,187290.548,187307.918
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,74,187428.005,187446.173
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,93,74,188220.476,188235.592
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,71,189380.221,189395.374
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,A NE Pacific,90,73,190295.171,190311.631
